<HTML>
<HEAD><TITLE>OMNIWeb Results</TITLE></HEAD>
<BODY>
<center><font size=5 color=red>OMNIWeb Plus Browser Results </font></center><br>
<B>Listing for omni_min data from 1981010100 to 1981123123</B><hr><pre>Selected parameters:
 1 Day
 2 Hour
 3 Minute
 4 ID for IMF spacecraft
 5 ID for SW Plasma spacecraft
 6 # of points in IMF averages 
 7 # of points in Plasma averages
 8 Percent of Interpolation
 9 Timeshift
10 RMS, Timeshift
11 RMS Min_var
12 Time btwn observations,sec
13 Field magnitude average, nT
14 BX, nT (GSE, GSM)
15 BY, nT (GSE)
16 BZ, nT (GSE)
17 BY, nT (GSM)
18 BZ, nT (GSM)
19 RMS SD B scalar, nT
20 RMS SD field vector, nT
21 Speed, km/s
22 Vx Velocity,km/s
23 Vy Velocity, km/s
24 Vz Velocity, km/s
25 Proton Density, n/cc
26 Proton Temperature, K
27 Flow pressure, nPa
28 Electric field, mV/m 
29 Plasma beta
30 Alfven mach number
31 S/C, Xgse,Re
32 S/C, Ygse,Re
33 S/c, Zgse,Re
34 BSN location, Xgse,Re
35 BSN location, Ygse,Re
36 BSN location, Zgse,Re
37 AE-index, nT

YYYY DOY HR MN  1   2  3  4  5  6   7   8      9     10    11     12      13      14      15      16      17      18      19      20      21      22      23      24     25       26    27     28     29    30      31      32      33      34      35      36    37 
1981  39 14 13  39 14 13 50 50   5   1   0    -53      9  0.02     51   16.39   -5.47   14.51    5.21   13.26    7.87    0.07    0.58   473.3  -468.5   -40.2   -53.6  11.67  100541.  5.23  -3.72   0.41   4.9   30.17  -12.63  -20.94   11.44    0.24    1.33    58
1981  39 14 14  39 14 14 50 50   5   1   0    -53      1  0.00     60   16.73   -4.46   15.46    4.44   14.33    7.31    0.06    0.75   471.7  -464.5   -38.2   -73.0  12.18   56357.  5.42  -3.45   0.33   4.9   30.17  -12.62  -20.94   11.29    0.21    1.67    50
1981  39 14 16  39 14 16 50 50   4   1   0    -21     21  0.04     33   16.77   -4.49   15.80    3.08   14.91    6.06    0.05    0.77   474.6  -471.5   -41.3   -34.8  11.81  100007.  5.32  -2.88   0.40   4.9   30.18  -12.60  -20.94   11.37    0.26    1.10    62
1981  39 14 17  39 14 17 50 50   6   1   0    -12     30  0.07     51   16.81   -3.61   16.30    1.36   15.73    4.47    0.12    0.90   474.6  -471.5   -41.3   -34.8  11.81  100007.  5.32  -2.12   0.40   4.9   30.18  -12.60  -20.94   11.40    0.27    0.90    68
1981  39 17 44  39 17 44 50 50   4   1   0    221      2  0.01     57   16.78   -2.96   15.89   -4.36   16.41    1.51    0.12    0.81   449.1  -445.8   -44.5   -31.3   8.31   79002.  3.35  -0.68   0.25   3.9   30.76  -10.48  -20.75   12.01    0.40    0.77   590
1981  39 17 45  39 17 45 50 50   5   1   0    223      3  0.00     58   16.72   -3.16   15.52   -4.99   16.28    0.80    0.04    1.30   437.7  -433.1   -47.8   -42.0   7.88   64970.  3.02  -0.35   0.23   3.7   30.76  -10.47  -20.74   12.09    0.47    1.08   603
1981  39 17 46  39 17 46 50 50   5   1   0    227      1  0.00     56   16.77   -3.32   15.44   -5.44   16.37    0.37    0.06    0.97   440.3  -437.9   -44.5   -13.1   7.70   49051.  2.99  -0.16   0.20   3.6   30.77  -10.46  -20.74   12.16    0.44    0.62   599
1981  39 17 47  39 17 47 50 50   6   1   0    220      2  0.01     66   16.74   -2.83   15.34   -5.82   16.41   -0.01    0.14    1.12   440.3  -437.9   -44.5   -13.1   7.70   49051.  2.99   0.00   0.20   3.6   30.77  -10.46  -20.74   11.99    0.41    0.53   581
1981  39 17 50  39 17 50 50 50   4   1   0    201      3  0.01     62   16.47   -2.45   15.95   -3.15   16.03    2.74    0.01    0.44   440.8  -435.9   -45.8   -46.8   9.67  111657.  3.76  -1.21   0.36   4.2   30.78  -10.42  -20.74   11.90    0.43    1.23   563
1981  39 17 51  39 17 51 50 50   3   1   0    220      2  0.01     40   16.50   -2.47   15.83   -3.69   16.10    2.21    0.00    0.75   446.6  -442.2   -48.0   -39.7   8.54   96808.  3.41  -0.99   0.29   4.0   30.78  -10.41  -20.74   11.92    0.47    1.15   559
1981  39 17 52  39 17 52 50 50   5   2   0    221      4  0.01     59   16.51   -2.40   15.87   -3.74   16.16    2.19    0.04    0.79   446.6  -442.3   -46.6   -40.5   8.42   91883.  3.36  -0.98   0.28   3.9   30.78  -10.41  -20.74   12.05    0.44    1.12   565
1981  39 17 53  39 17 53 50 50   5   2  60    215      1  0.00     66   16.54   -3.31   16.09   -1.64   15.61    4.24    0.04    0.78   449.2  -443.7   -45.0   -52.5   8.29   87529.  3.35  -1.90   0.27   3.9   30.78  -10.40  -20.74   12.28    0.43    1.53   552
1981  39 17 54  39 17 54 50 50   3   1 100    222      4  0.00     52   16.52   -3.03   15.99   -2.22   15.72    3.68    0.11    1.69   452.4  -445.2   -46.0   -66.1   8.39   93369.  3.43  -1.66   0.28   4.0   30.78  -10.39  -20.74   12.08    0.44    1.76   518
1981  39 17 59  39 17 59 50 50   3   1 100    249      1  0.00     57   16.58   -2.10   16.11   -2.70   15.99    3.34    0.01    1.02   451.7  -446.4   -48.5   -48.8   8.49  121903.  3.46  -1.51   0.32   4.0   30.80  -10.32  -20.73   12.06    0.50    1.38   476
1981  39 18  0  39 18  0 50 50   4   1 100    255      2  0.01     54   16.53   -1.39   16.04   -3.57   16.24    2.51    0.03    0.89   451.7  -446.4   -48.5   -48.8   8.49  121903.  3.46  -1.13   0.32   4.0   30.80  -10.32  -20.73   11.96    0.48    1.33   423
1981  39 18  1  39 18  1 50 50   5   1 100    261      1  0.00     54   16.43   -2.32   15.72   -3.74   16.00    2.25    0.05    1.38   451.0  -445.6   -46.1   -51.8   8.11   88393.  3.30  -1.01   0.27   3.9   30.81  -10.30  -20.73   11.98    0.45    1.37   383
1981  39 18  2  39 18  2 50 50   5   1 100    259      2  0.01     61   16.45   -2.16   16.20   -1.05   15.46    4.95    0.04    0.91   451.0  -445.6   -46.1   -51.8   8.11   88393.  3.30  -2.23   0.27   3.9   30.81  -10.30  -20.73   12.47    0.46    1.40   373
1981  39 18  3  39 18  3 50 50   4   1 100    268      1  0.00     50   16.39   -1.49   15.64   -4.37   16.15    1.66    0.06    1.07   457.8  -453.2   -46.0   -45.5   7.32  100992.  3.07  -0.76   0.26   3.8   30.81  -10.29  -20.73   12.04    0.43    1.25   329
1981  39 18  4  39 18  4 50 50   3   1 100    274      1  0.01     54   16.42   -2.47   15.85   -3.41   16.00    2.65    0.04    0.39   457.8  -453.2   -46.0   -45.5   7.32  100992.  3.07  -1.21   0.26   3.8   30.81  -10.29  -20.73   12.06    0.46    1.37   318
1981  39 19  2  39 19  2 50 50   5   1 100    287      2  0.00     61   15.56   -1.78   15.15   -2.32   14.77    4.08    0.03    1.66   457.6  -451.9   -45.9   -55.8   9.42  102439.  3.95  -1.87   0.37   4.5   30.94   -9.68  -20.66   11.59    0.41    1.43   229
1981  39 19  3  39 19  3 50 50   4   1 100    284      1  0.01     62   15.63    2.26   15.32    0.50   13.77    6.73    0.05    1.53   475.2  -469.4   -45.2   -58.7   9.87  113155.  4.46  -3.20   0.41   4.8   30.95   -9.67  -20.66   11.72    0.38    1.34   179
1981  39 19  4  39 19  4 50 50   4   1 100    295      1  0.00     48   15.59   -0.19   15.20   -3.19   15.17    3.32    0.04    0.62   463.8  -460.5   -42.7   -34.8   9.57   85575.  4.12  -1.54   0.35   4.6   30.95   -9.66  -20.66   11.44    0.31    0.89   174
1981  39 19  5  39 19  5 50 50   4   1 100    302      2  0.01     53   15.56   -2.09   14.83   -4.04   15.18    2.41    0.07    0.85   456.8  -454.8   -36.6   -22.3   9.59  106126.  4.00  -1.10   0.39   4.5   30.95   -9.65  -20.66   11.42    0.20    0.63   180
1981  39 19  7  39 19  7 50 50   5   1 100    322      1  0.00     50   15.50   -3.28   13.92   -5.84   15.09    0.42    0.01    0.86   452.0  -449.2   -40.9   -30.0  10.66  114843.  4.36  -0.19   0.45   4.8   30.96   -9.62  -20.65   11.05    0.24    0.69   194
1981  39 19  8  39 19  8 50 50   4   1 100    326      1  0.01     55   15.51   -3.02   14.29   -5.04   15.10    1.31    0.02    0.59   452.0  -449.2   -40.9   -30.0  10.66  114843.  4.36  -0.59   0.45   4.8   30.96   -9.62  -20.65   11.14    0.26    0.64   204
1981  39 19 11  39 19 11 50 50   4   1 100    339      1  0.00     56   15.53   -2.37   13.65   -6.95   15.30   -0.66    0.02    0.61   452.6  -450.9   -38.7     4.7  10.49  107122.  4.30   0.30   0.43   4.7   30.97   -9.59  -20.65   10.90    0.21   -0.05   187
1981  39 19 12  39 19 12 50 50   4   1 100    350      4  0.01     49   15.49   -3.48   13.38   -6.95   15.06   -0.76    0.01    0.45   444.4  -442.8   -36.4   -10.1  10.76  126291.  4.25   0.34   0.48   4.7   30.97   -9.57  -20.65   10.96    0.18    0.14   193
1981  39 19 13  39 19 13 50 50   5   2 100    357      1  0.00     52   15.53   -2.54   12.95   -8.05   15.13   -1.93    0.03    0.88   445.9  -444.5   -33.6    -3.4  10.67  122154.  4.24   0.86   0.46   4.7   30.97   -9.56  -20.65   10.82    0.09    0.08   186
1981  39 19 14  39 19 14 50 50   4   1 100    369      5  0.01     47   15.53   -2.36   12.67   -8.46   15.04   -2.41    0.01    1.20   447.1  -446.0   -31.2     2.3  10.59  118499.  4.23   1.08   0.45   4.7   30.97   -9.56  -20.65   10.83    0.13    0.40   181
1981  39 19 15  39 19 15 50 50   4   1 100    377      2  0.00     52   15.55   -4.50   14.54   -1.88   14.00    4.36    0.03    1.14   435.1  -431.2   -40.0   -41.7  10.51  125239.  3.98  -1.90   0.46   4.5   30.97   -9.55  -20.65   11.83    0.27    1.16   191
1981  39 19 16  39 19 16 50 50   5   1 100    392      3  0.01     45   15.49   -4.91   14.01   -3.93   14.37    2.29    0.03    1.35   434.4  -429.8   -38.4   -49.9  11.39  135541.  4.30  -0.99   0.52   4.7   30.98   -9.54  -20.64   11.39    0.24    1.27   197
1981  39 19 18  39 19 18 50 50   5   1 100    389      1  0.01     61   15.48   -2.89   14.69   -3.66   14.87    2.84    0.04    0.66   444.5  -441.5   -40.2   -32.6  10.12  110879.  4.00  -1.26   0.42   4.6   30.98   -9.52  -20.64   11.55    0.27    0.93   205
1981  39 19 19  39 19 19 50 50   5   1 100    399      2  0.00     49   15.40   -2.65   14.81   -3.15   14.76    3.36    0.06    0.74   447.9  -443.3   -39.6   -50.7  10.57  109304.  4.24  -1.50   0.44   4.7   30.98   -9.51  -20.64   11.49    0.25    1.18   189
1981  39 19 20  39 19 20 50 50   4   1 100    398      3  0.00     60   15.35   -3.50   13.04   -7.13   14.83   -0.98    0.01    0.82   446.0  -444.9   -31.1    -2.3  10.31   98408.  4.10   0.44   0.41   4.7   30.99   -9.50  -20.64   10.96    0.10    0.40   176
1981  39 19 21  39 19 21 50 50   4   1 100    406      3  0.00     52   15.34   -3.63   13.34   -6.46   14.82   -0.24    0.03    1.12   447.5  -445.1   -36.6   -28.1  12.14  148825.  4.86   0.11   0.59   5.1   30.99   -9.49  -20.64   10.86    0.12    0.46   182
1981  39 19 22  39 19 22 50 50   4   1 100    414      1  0.00     51   15.33   -3.97   13.60   -5.73   14.75    0.54    0.02    0.91   447.5  -445.1   -36.6   -28.1  12.14  148825.  4.86  -0.24   0.60   5.1   30.99   -9.49  -20.64   10.89    0.16    0.62   211
1981  39 19 25  39 19 25 50 50   4   1 100    424      2  0.01     57   15.49   -2.86   13.40   -7.19   15.18   -0.83    0.03    0.41   446.2  -444.6   -35.8   -10.9  10.23  105831.  4.07   0.37   0.42   4.6   30.99   -9.45  -20.63   10.99    0.16    0.28   170
1981  39 19 27  39 19 27 50 50   7   3   0    410     17  0.04     79   15.50   -2.21   14.66   -4.03   14.98    2.58    0.07    1.82   450.0  -448.1   -39.3   -10.3  10.85  116835.  4.39  -1.16   0.46   4.8   31.00   -9.43  -20.63   11.35    0.21    0.19   157
1981  39 19 28  39 19 28 50 50   6   2   0    374      3  0.01     95   15.59   -2.05   14.48   -5.24   15.33    1.42    0.02    0.84   447.1  -445.6   -35.9    -9.7  10.66  128019.  4.26  -0.63   0.47   4.7   31.01   -9.41  -20.62   11.21    0.18    0.37   146
1981  39 19 29  39 19 29 50 50   8   2  13    378     54  0.13     56   15.58   -1.57   14.92   -4.07   15.23    2.68    0.03    0.83   452.7  -450.5   -40.2   -19.0   9.70   98875.  3.98  -1.21   0.38   4.5   31.01   -9.39  -20.62   11.48    0.24    0.35   132
1981  39 19 30  39 19 30 50 50   7   2 100    320      7  0.02    118   15.57   -1.26   14.80   -4.60   15.35    2.16    0.05    0.54   450.6  -448.5   -38.5    19.3  10.55  128034.  4.28  -0.97   0.46   4.7   31.01   -9.38  -20.62   11.30    0.20   -0.27   119
1981  39 19 31  39 19 31 50 50   8   2 100    289     12  0.03     90   15.62   -0.81   15.04   -3.53   15.11    3.24    0.02    1.84   459.0  -457.2   -40.1    -8.2  10.56   82665.  4.45  -1.49   0.38   4.8   31.02   -9.36  -20.62   11.30    0.24    0.20   127
1981  39 19 32  39 19 32 50 50   7   1 100    252      9  0.03     96   15.57   -1.00   15.37   -2.22   14.84    4.57    0.02    0.28   458.1  -455.7   -40.7   -22.4  10.84   93878.  4.55  -2.09   0.41   4.8   31.02   -9.35  -20.62   11.40    0.25    0.41   131
1981  39 19 33  39 19 33 50 50   8   2 100    215     11  0.03     97   15.51   -1.15   15.23   -2.13   14.67    4.60    0.02    1.48   461.2  -459.7   -37.1     2.3  10.68  108805.  4.54  -2.12   0.44   4.9   31.03   -9.33  -20.62   11.47    0.20    0.14   153
1981  39 19 34  39 19 34 50 50   7   1 100    173      8  0.03    101   15.34   -2.73   14.98   -0.77   13.86    5.74    0.04    1.25   446.8  -444.2   -39.6   -26.5  10.37  117689.  4.14  -2.56   0.45   4.7   31.03   -9.32  -20.61   11.89    0.25    0.67   163
1981  39 19 35  39 19 35 50 50   8   1 100    135     12  0.03     98   15.34   -2.69   14.86   -2.07   14.31    4.52    0.03    1.51   446.4  -444.2   -38.1   -22.6  10.38  105459.  4.14  -2.02   0.43   4.7   31.03   -9.30  -20.61   11.72    0.22    0.58   197
1981  39 19 36  39 19 36 50 50   8   1 100     92     11  0.03    103   15.31   -3.91   14.65   -2.01   14.09    4.49    0.07    0.53   440.8  -438.9   -37.6   -15.4  11.04  124815.  4.29  -1.98   0.50   4.8   31.04   -9.28  -20.61   11.71    0.21    0.44   207
1981  39 19 42  39 19 42 50 50   5   1   0     66      1  0.00     60   15.55   -3.83   14.99   -1.16   14.01    5.46    0.10    0.68   444.0  -442.2   -37.1   -15.5  10.85  131679.  4.28  -2.42   0.49   4.7   31.06   -9.21  -20.60   11.83    0.20    0.41   187
1981  39 19 43  39 19 43 50 50   3   1   0     85      7  0.01     40   15.41   -1.83   14.13   -5.62   15.17    1.08    0.01    1.42   444.0  -442.2   -37.1   -15.5  10.85  131679.  4.28  -0.48   0.49   4.7   31.06   -9.21  -20.60   11.18    0.14    0.15   183
1981  39 19 44  39 19 44 50 50   5   1   0    100      3  0.01     45   15.48   -2.77   14.35   -3.74   14.55    2.88    0.05    3.38   450.7  -449.4   -33.0     9.4  10.16  115420.  4.13  -1.30   0.43   4.6   31.06   -9.19  -20.60   11.44    0.08   -0.18   186
1981  39 19 47  39 19 47 50 50   6   1   0    109      2  0.01     67   15.17   -1.00   14.49   -3.97   14.77    2.76    0.08    1.24   455.0  -454.2   -26.2    -8.7  11.02  115129.  4.56  -1.26   0.49   5.0   31.07   -9.16  -20.59   11.18   -0.07    0.21   147
1981  39 19 49  39 19 49 50 50   6   1   0     95      4  0.02     72   15.06   -3.40   14.64   -0.33   13.30    6.12    0.05    0.57   458.0  -456.4   -28.7   -24.8  10.99  109828.  4.61  -2.80   0.48   5.0   31.07   -9.14  -20.59   11.64   -0.03    0.57   147
1981  39 19 50  39 19 50 50 50   5   1   0     92      3  0.01     62   15.09   -3.06   14.70    0.11   13.16    6.55    0.02    1.08   456.7  -455.6   -27.9   -15.9  10.74  108773.  4.48  -2.99   0.47   5.0   31.07   -9.13  -20.59   11.74   -0.06    0.44   156
1981  39 19 58  39 19 58 50 50   5   1   0    122      7  0.02     45   14.87   -6.45   12.63    4.40    9.37    9.54    0.04    0.51   435.7  -433.7   -16.7   -38.7  10.83  115851.  4.11  -4.16   0.50   4.8   31.08   -9.05  -20.58   12.09   -0.39    1.11    82
1981  39 19 59  39 19 59 50 50   8   1   0     99     38  0.11     82   14.77   -6.08   12.09    5.86    8.23   10.62    0.06    0.32   433.3  -429.1    -4.5   -60.3  10.02  123558.  3.76  -4.60   0.48   4.6   31.08   -9.04  -20.58   12.19   -0.64    1.59    89
1981  39 20  2  39 20  2 50 50   4   1   0    126      0  0.00     17   14.74   -5.54   12.16    6.12    8.16   10.90    0.07    0.59   435.6  -432.6   -14.3   -49.3  11.23  141426.  4.26  -4.75   0.58   5.0   31.09   -9.01  -20.58   12.02   -0.45    1.37    98
1981  39 20  5  39 20  5 50 50   4   1 100    151      5  0.00     45   13.91   -2.30   13.01   -2.74   12.86    3.37    0.06    2.25   460.7  -458.8   -19.2    36.9  10.92  134805.  4.64  -1.55   0.62   5.5   31.10   -8.98  -20.58   11.23   -0.27   -0.67    85
1981  39 20  6  39 20  6 50 50   5   2  60    159      1  0.01     51   14.20   -1.01   12.58   -6.32   14.08   -0.02    0.11    1.11   459.9  -458.4   -19.0    29.9  10.76  138908.  4.55   0.01   0.59   5.3   31.10   -8.98  -20.58   10.80   -0.26   -0.53    76
1981  39 20  7  39 20  7 50 50   5   2  60    160      0  0.01     59   14.20   -2.14   12.38   -6.43   13.95   -0.20    0.05    1.19   457.7  -457.1   -20.0     3.6  10.10  141387.  4.23   0.09   0.56   5.1   31.10   -8.97  -20.57   10.98   -0.18    0.08    77
1981  39 20  8  39 20  8 50 50   4   1 100    161      1  0.00     59   14.25   -1.91   11.58   -8.03   13.95   -1.98    0.06    0.71   458.2  -457.1   -26.4   -16.8   9.25  110545.  3.88   0.91   0.45   4.9   31.10   -8.96  -20.57   10.79   -0.09    0.16   110
1981  39 20 10  39 20 10 50 50   5   1 100    169      1  0.00     57   14.17   -1.60   11.88   -7.53   14.00   -1.38    0.08    0.55   458.5  -457.2   -24.0    24.0  10.52  138847.  4.42   0.63   0.58   5.2   31.11   -8.94  -20.57   10.73   -0.12   -0.58   124
1981  39 20 11  39 20 11 50 50   6   1 100    161      2  0.00     67   14.37   -0.62   13.10   -5.33   14.10    1.14    0.07    2.15   455.9  -454.3   -26.2    27.8   9.08  146155.  3.77  -0.52   0.50   4.8   31.11   -8.92  -20.56   11.31   -0.09   -0.66    81
1981  39 20 13  39 20 13 50 50   4   1 100    155      0  0.00     60   14.52   -2.21   13.50   -4.83   14.23    1.78    0.06    0.42   451.5  -450.5   -28.3    10.2   9.28  144216.  3.78  -0.80   0.50   4.7   31.12   -8.90  -20.56   11.47   -0.04   -0.30    61
1981  39 21 12  39 21 12 50 50   2   1 100    171      0  0.00 999999   13.18    1.01   10.58   -7.77   13.01   -1.78    0.04    0.42   457.0  -455.2   -14.3    37.4   8.66  262363.  3.62   0.81   0.81   5.1   31.24   -8.28  -20.47   11.03   -0.47   -0.81   183
1981  39 21 13  39 21 13 50 50   5   1 100    169      0  0.00     61   13.19    0.26   10.71   -7.68   13.08   -1.63    0.05    0.35   465.1  -464.3    -4.1    27.6   8.51  256531.  3.68   0.76   0.78   5.1   31.24   -8.27  -20.47   11.02   -0.59   -0.67   167
1981  39 21 17  39 21 17 50 50   5   1 100    168      0  0.00     59   13.41    0.92   10.97   -7.63   13.28   -1.44    0.04    0.35   455.8  -454.8   -13.5    26.2   9.08  238384.  3.77   0.66   0.77   5.1   31.24   -8.23  -20.47   11.01   -0.41   -0.63   195
1981  39 21 19  39 21 19 50 50   5   1 100    166      0  0.00     61   13.21    1.49   10.52   -7.85   13.00   -1.84    0.06    0.16   461.6  -461.1    -4.0    20.1   8.81  222931.  3.75   0.85   0.74   5.2   31.25   -8.20  -20.46   10.94   -0.57   -0.51   205
1981  39 21 20  39 21 20 50 50   5   2 100    162      2  0.00     63   13.39    0.64   11.03   -7.52   13.29   -1.30    0.02    0.64   458.0  -457.7    -7.3     8.7   8.78  225763.  3.68   0.60   0.72   5.1   31.26   -8.19  -20.46   11.07   -0.54   -0.21   211
1981  39 21 21  39 21 21 50 50   5   2 100    158      2  0.00     63   13.36   -0.66   11.22   -7.07   13.24   -0.81    0.10    1.31   453.7  -453.1   -15.3    15.1   8.00  210741.  3.29   0.37   0.63   4.8   31.26   -8.17  -20.46   11.38   -0.38   -0.31   222
1981  39 21 22  39 21 22 50 50   4   1 100    164      1  0.00     54   13.24   -0.25    9.62   -9.07   12.80   -3.33    0.06    0.44   453.3  -452.4   -17.4    22.1   7.66  204320.  3.15   1.51   0.60   4.7   31.26   -8.17  -20.46   11.13   -0.33   -0.59   237
1981  39 21 23  39 21 23 50 50   5   1 100    166      0  0.00     58   13.27    0.12    9.43   -9.32   12.75   -3.63    0.02    0.27   455.0  -453.8   -13.5    30.2   8.40  242650.  3.48   1.65   0.74   5.0   31.26   -8.15  -20.45   10.99   -0.37   -0.68   235
1981  39 21 24  39 21 24 50 50   5   1 100    168      0  0.00     58   13.23    0.43    9.66   -9.03   12.81   -3.26    0.03    0.29   455.0  -453.8   -13.5    30.2   8.40  242650.  3.48   1.48   0.74   5.0   31.26   -8.15  -20.45   10.90   -0.45   -0.76   235
1981  39 21 25  39 21 25 50 50   5   2 100    172      0  0.00     56   13.30    0.97    9.10   -9.63   12.61   -4.05    0.07    0.42   458.2  -456.9    -7.2    34.4   8.79  230267.  3.69   1.86   0.74   5.1   31.26   -8.14  -20.45   10.68   -0.57   -0.86   239
1981  39 21 26  39 21 26 50 50   5   2 100    164      4  0.00     67   13.15   -0.07   10.82   -7.14   12.92   -1.04    0.11    1.62   463.1  -461.4    -3.4    38.3   8.62  222617.  3.70   0.48   0.73   5.2   31.27   -8.13  -20.45   11.11   -0.55   -0.79   246
1981  39 21 27  39 21 27 50 50   6   2 100    155      1  0.00     69   13.45    0.22   11.48   -6.97   13.42   -0.57    0.02    0.35   454.4  -453.9   -16.2    10.7   8.65  226900.  3.57   0.26   0.71   5.0   31.27   -8.12  -20.45   11.25   -0.33   -0.24   243
1981  39 21 28  39 21 28 50 50   4   2 100    156      1  0.00     59   13.53    0.87   10.95   -7.87   13.39   -1.61    0.05    0.45   458.8  -458.4   -12.6     8.3   8.38  221247.  3.53   0.74   0.67   4.9   31.27   -8.10  -20.45   11.11   -0.43   -0.22   248
1981  39 21 29  39 21 29 50 50   5   2 100    158      0  0.00     57   13.63    1.67   10.27   -8.80   13.24   -2.74    0.04    0.21   462.3  -461.9    -6.5    17.7   8.13  222245.  3.48   1.27   0.64   4.8   31.27   -8.10  -20.45   11.02   -0.43   -0.43   226
1981  39 21 30  39 21 30 50 50   5   1 100    157      0  0.00     61   13.46    2.02    9.64   -9.16   12.87   -3.36    0.13    0.33   465.7  -465.0   -17.9    18.7   7.82  230560.  3.39   1.56   0.64   4.8   31.28   -8.09  -20.44   10.99   -0.32   -0.44   228
